id,date,content,username,likeCount,retweetCount,cleaned_text,processed_text,word_count,vader_score,vader_label,tb_polarity,tb_subjectivity,tb_label,sentiment
129,2024-01-09 00:00:00+00:00,Attended a talk on AI tools today. Lots to think about.,airesearcher,558,175,attended a talk on ai tools today lots to think about,attended talk ai tools today lots think,11,0.0,neutral,0.0,0.0,neutral,neutral
130,2024-01-09 01:30:00+00:00,AI tools is the best productivity tool I have used in years.,ai_skeptic,342,79,ai tools is the best productivity tool i have used in years,ai tools best productivity tool used years,12,0.6369,positive,1.0,0.3,positive,positive
131,2024-01-09 03:00:00+00:00,Hard to believe how good generative AI has become. Truly remarkable.,cto_musings,576,38,hard to believe how good generative ai has become truly remarkable,hard believe good generative ai become truly remarkable,11,0.8402,positive,0.38611111111111107,0.6305555555555555,positive,positive
132,2024-01-09 04:30:00+00:00,Privacy concerns around ChatGPT keep growing. Not comfortable using it.,tech_tracy,295,168,privacy concerns around chatgpt keep growing not comfortable using it,privacy concerns around chatgpt keep growing comfortable using,10,-0.2505,negative,-0.2,0.8,negative,negative
133,2024-01-09 06:00:00+00:00,Curious where large language models will be in two years. Anyone have predictions?,pythonista_ke,557,150,curious where large language models will be in two years anyone have predictions,curious large language models two years anyone predictions,13,0.3182,positive,0.057142857142857134,0.7142857142857143,positive,positive
134,2024-01-09 07:30:00+00:00,Using large language models at work now and our output has doubled. Highly recommend.,cto_musings,688,159,using large language models at work now and our output has doubled highly recommend,using large language models work output doubled highly recommend,14,0.4201,positive,0.18714285714285714,0.4842857142857143,positive,positive
135,2024-01-09 09:00:00+00:00,Worried about job displacement because of generative AI. Real conversation needed.,nairobi_dev,627,96,worried about job displacement because of generative ai real conversation needed,worried job displacement generative ai real conversation needed,11,-0.296,negative,0.2,0.30000000000000004,positive,negative
136,2024-01-09 10:30:00+00:00,The OpenAI landscape is changing fast. Hard to keep up.,ai_skeptic,204,98,the openai landscape is changing fast hard to keep up,openai landscape changing fast hard keep,10,-0.1027,negative,-0.04583333333333334,0.5708333333333333,neutral,negative
137,2024-01-09 12:00:00+00:00,GPT-4 just helped me debug a nasty issue in minutes. Love it.,techie_zuri,166,54,gpt4 just helped me debug a nasty issue in minutes love it,gpt4 helped debug nasty issue minutes love,12,0.1531,positive,-0.25,0.8,negative,positive
138,2024-01-09 13:30:00+00:00,Curious where Gemini will be in two years. Anyone have predictions?,tech_tracy,656,22,curious where gemini will be in two years anyone have predictions,curious gemini two years anyone predictions,11,0.3182,positive,-0.1,1.0,negative,positive
139,2024-01-09 15:00:00+00:00,ChatGPT solved a problem in 5 seconds that took me hours before.,data_nerd254,56,135,chatgpt solved a problem in 5 seconds that took me hours before,chatgpt solved problem seconds took hours,12,-0.1531,negative,0.0,0.0,neutral,negative
140,2024-01-09 16:30:00+00:00,ChatGPT is genuinely changing how I work every single day.,ai_skeptic,755,102,chatgpt is genuinely changing how i work every single day,chatgpt genuinely changing work every single day,10,0.0,neutral,0.1642857142857143,0.35714285714285715,positive,neutral
142,2024-01-09 19:30:00+00:00,generative AI is genuinely changing how I work every single day.,pythonista_ke,262,102,generative ai is genuinely changing how i work every single day,generative ai genuinely changing work every single day,11,0.0,neutral,0.1642857142857143,0.35714285714285715,positive,neutral
143,2024-01-09 21:00:00+00:00,Not impressed with machine learning at all. Way too many errors for production.,ai_skeptic,375,144,not impressed with machine learning at all way too many errors for production,impressed machine learning way many errors production,13,-0.6065,negative,0.0,0.75,neutral,negative
144,2024-01-09 22:30:00+00:00,Comparing ChatGPT tools this week. Each has different trade-offs.,airesearcher,684,78,comparing chatgpt tools this week each has different tradeoffs,comparing chatgpt tools week different tradeoffs,9,0.0,neutral,0.0,0.6,neutral,neutral
146,2024-01-10 01:30:00+00:00,ChatGPT still makes too many mistakes to rely on for serious work.,tech_tracy,32,139,chatgpt still makes too many mistakes to rely on for serious work,chatgpt still makes many mistakes rely serious work,12,-0.4215,negative,0.08333333333333334,0.5833333333333333,positive,negative
147,2024-01-10 03:00:00+00:00,Reading about the latest LLMs research. Interesting developments.,tech_tracy,3,18,reading about the latest llms research interesting developments,reading latest llms research interesting developments,8,0.4019,positive,0.5,0.7,positive,positive
148,2024-01-10 04:30:00+00:00,Just tried large language models and I'm blown away. The future is here!,nairobi_dev,639,55,just tried large language models and im blown away the future is here,tried large language models im blown away future,13,0.0,neutral,0.10714285714285714,0.2767857142857143,positive,neutral
149,2024-01-10 06:00:00+00:00,"Watched a demo of artificial intelligence today. Impressive in some areas, limited in others.",techie_zuri,746,83,watched a demo of artificial intelligence today impressive in some areas limited in others,watched demo artificial intelligence today impressive areas limited others,14,0.6705,positive,0.10952380952380954,0.7142857142857143,positive,positive
150,2024-01-10 07:30:00+00:00,GPT-4 still makes too many mistakes to rely on for serious work.,pythonista_ke,524,166,gpt4 still makes too many mistakes to rely on for serious work,gpt4 still makes many mistakes rely serious work,12,-0.4215,negative,0.08333333333333334,0.5833333333333333,positive,negative
151,2024-01-10 09:00:00+00:00,Gemini is genuinely changing how I work every single day.,cto_musings,1,188,gemini is genuinely changing how i work every single day,gemini genuinely changing work every single day,10,0.0,neutral,0.1642857142857143,0.35714285714285715,positive,neutral
152,2024-01-10 10:30:00+00:00,Worried about job displacement because of LLMs. Real conversation needed.,devmike92,59,189,worried about job displacement because of llms real conversation needed,worried job displacement llms real conversation needed,10,-0.296,negative,0.2,0.30000000000000004,positive,negative
153,2024-01-10 12:00:00+00:00,"open source AI is useful for some tasks, not so much for others.",ai_skeptic,694,45,open source ai is useful for some tasks not so much for others,open source ai useful tasks much others,13,0.4404,positive,0.16666666666666666,0.2333333333333333,positive,positive
154,2024-01-10 13:30:00+00:00,generative AI is interesting but I need more time to form a real opinion.,pythonista_ke,693,165,generative ai is interesting but i need more time to form a real opinion,generative ai interesting need time form real opinion,14,0.2144,positive,0.39999999999999997,0.43333333333333335,positive,positive
155,2024-01-10 15:00:00+00:00,Not impressed with GPT-4 at all. Way too many errors for production.,cto_musings,243,23,not impressed with gpt4 at all way too many errors for production,impressed gpt4 way many errors production,12,-0.6065,negative,0.0,0.75,neutral,negative
156,2024-01-10 16:30:00+00:00,Privacy concerns around LLMs keep growing. Not comfortable using it.,techie_zuri,782,15,privacy concerns around llms keep growing not comfortable using it,privacy concerns around llms keep growing comfortable using,10,-0.2505,negative,-0.2,0.8,negative,negative
157,2024-01-10 18:00:00+00:00,Really impressed by ChatGPT! The capabilities are mind-blowing.,tech_tracy,398,138,really impressed by chatgpt the capabilities are mindblowing,really impressed chatgpt capabilities mindblowing,8,0.5256,positive,1.0,1.0,positive,positive
158,2024-01-10 19:30:00+00:00,The progress in machine learning over the last year is absolutely incredible.,tech_tracy,341,140,the progress in machine learning over the last year is absolutely incredible,progress machine learning last year absolutely incredible,12,0.4215,positive,0.45,0.48333333333333334,positive,positive
159,2024-01-10 21:00:00+00:00,Just tried open source AI and I'm blown away. The future is here!,ai_skeptic,255,61,just tried open source ai and im blown away the future is here,tried open source ai im blown away future,13,0.0,neutral,0.0,0.3125,neutral,neutral
160,2024-01-10 22:30:00+00:00,Loving every update to open source AI. The team is crushing it.,ai_skeptic,705,16,loving every update to open source ai the team is crushing it,loving every update open source ai team crushing,12,0.34,positive,0.3333333333333333,0.7833333333333333,positive,positive
161,2024-01-11 00:00:00+00:00,machine learning keeps going down at the worst times. Reliability is a real issue.,pythonista_ke,404,144,machine learning keeps going down at the worst times reliability is a real issue,machine learning keeps going worst times reliability real issue,14,-0.6249,negative,-0.3185185185185185,0.5296296296296297,negative,negative
162,2024-01-11 01:30:00+00:00,artificial intelligence still makes too many mistakes to rely on for serious work.,pythonista_ke,83,68,artificial intelligence still makes too many mistakes to rely on for serious work,artificial intelligence still makes many mistakes rely serious work,13,0.0772,positive,-0.14444444444444443,0.7222222222222222,negative,positive
165,2024-01-11 06:00:00+00:00,Claude is interesting but I need more time to form a real opinion.,tech_tracy,671,199,claude is interesting but i need more time to form a real opinion,claude interesting need time form real opinion,13,0.2144,positive,0.39999999999999997,0.43333333333333335,positive,positive
167,2024-01-11 09:00:00+00:00,The AI tools community is growing fast. Lots of debate about best practices.,techie_zuri,301,81,the ai tools community is growing fast lots of debate about best practices,ai tools community growing fast lots debate best practices,13,0.7096,positive,0.6,0.44999999999999996,positive,positive
168,2024-01-11 10:30:00+00:00,machine learning gave me three different wrong answers. Back to Stack Overflow.,mlops_daily,263,177,machine learning gave me three different wrong answers back to stack overflow,machine learning gave three different wrong answers back stack overflow,12,-0.4767,negative,-0.16666666666666666,0.5,negative,negative
169,2024-01-11 12:00:00+00:00,Incredible what LLMs can do now. We are living in the future.,tech_tracy,721,164,incredible what llms can do now we are living in the future,incredible llms living future,12,0.0,neutral,0.45,0.5125,positive,neutral
171,2024-01-11 15:00:00+00:00,The large language models landscape is changing fast. Hard to keep up.,pythonista_ke,695,15,the large language models landscape is changing fast hard to keep up,large language models landscape changing fast hard keep,12,-0.1027,negative,0.04087301587301586,0.5234126984126983,neutral,negative
175,2024-01-11 21:00:00+00:00,Our company is evaluating ChatGPT for internal use. Early days still.,airesearcher,254,131,our company is evaluating chatgpt for internal use early days still,company evaluating chatgpt internal use early days still,11,0.0,neutral,0.05,0.15,neutral,neutral
176,2024-01-11 22:30:00+00:00,Really impressed by machine learning! The capabilities are mind-blowing.,cto_musings,20,52,really impressed by machine learning the capabilities are mindblowing,really impressed machine learning capabilities mindblowing,9,0.5256,positive,1.0,1.0,positive,positive
177,2024-01-12 00:00:00+00:00,Just tried ChatGPT and I'm blown away. The future is here!,mlops_daily,524,29,just tried chatgpt and im blown away the future is here,tried chatgpt im blown away future,11,0.0,neutral,0.0,0.125,neutral,neutral
179,2024-01-12 03:00:00+00:00,Not impressed with large language models at all. Way too many errors for production.,airesearcher,695,76,not impressed with large language models at all way too many errors for production,impressed large language models way many errors production,14,-0.6065,negative,0.07142857142857144,0.6428571428571429,positive,negative
180,2024-01-12 04:30:00+00:00,Still learning how to get the best results out of Mistral.,techie_zuri,79,8,still learning how to get the best results out of mistral,still learning get best results mistral,11,0.6369,positive,1.0,0.3,positive,positive
182,2024-01-12 07:30:00+00:00,Incredible what Mistral can do now. We are living in the future.,data_nerd254,737,131,incredible what mistral can do now we are living in the future,incredible mistral living future,12,0.0,neutral,0.45,0.5125,positive,neutral
183,2024-01-12 09:00:00+00:00,GitHub Copilot just helped me debug a nasty issue in minutes. Love it.,devmike92,679,23,github copilot just helped me debug a nasty issue in minutes love it,github copilot helped debug nasty issue minutes love,13,0.1531,positive,-0.25,0.8,negative,positive
185,2024-01-12 12:00:00+00:00,The open source AI demo today was absolutely stunning. Game changer.,devmike92,234,180,the open source ai demo today was absolutely stunning game changer,open source ai demo today absolutely stunning game changer,11,0.4391,positive,0.033333333333333326,0.6333333333333333,neutral,positive
187,2024-01-12 15:00:00+00:00,Just tried LLMs and I'm blown away. The future is here!,mlops_daily,381,11,just tried llms and im blown away the future is here,tried llms im blown away future,11,0.0,neutral,0.0,0.125,neutral,neutral
188,2024-01-12 16:30:00+00:00,LLMs still makes too many mistakes to rely on for serious work.,ai_skeptic,502,70,llms still makes too many mistakes to rely on for serious work,llms still makes many mistakes rely serious work,12,-0.4215,negative,0.08333333333333334,0.5833333333333333,positive,negative
190,2024-01-12 19:30:00+00:00,Incredible what deep learning can do now. We are living in the future.,mlops_daily,11,133,incredible what deep learning can do now we are living in the future,incredible deep learning living future,13,0.0,neutral,0.3,0.47500000000000003,positive,neutral
191,2024-01-12 21:00:00+00:00,Our company is evaluating GPT-4 for internal use. Early days still.,tech_tracy,688,61,our company is evaluating gpt4 for internal use early days still,company evaluating gpt4 internal use early days still,11,0.0,neutral,0.05,0.15,neutral,neutral
193,2024-01-13 00:00:00+00:00,ChatGPT is overhyped. Real intelligence is still far away.,ai_skeptic,378,108,chatgpt is overhyped real intelligence is still far away,chatgpt overhyped real intelligence still far away,9,0.4767,positive,0.15000000000000002,0.65,positive,positive
194,2024-01-13 01:30:00+00:00,Using artificial intelligence at work now and our output has doubled. Highly recommend.,devmike92,449,32,using artificial intelligence at work now and our output has doubled highly recommend,using artificial intelligence work output doubled highly recommend,13,0.7089,positive,-0.21999999999999997,0.77,negative,positive
196,2024-01-13 04:30:00+00:00,The hype around LLMs is way overblown. It is just autocomplete.,cto_musings,23,71,the hype around llms is way overblown it is just autocomplete,hype around llms way overblown autocomplete,11,0.0,neutral,0.0,0.0,neutral,neutral
197,2024-01-13 06:00:00+00:00,machine learning is being discussed a lot in our team. No consensus yet.,ai_skeptic,584,197,machine learning is being discussed a lot in our team no consensus yet,machine learning discussed lot team consensus yet,13,-0.296,negative,0.0,0.0,neutral,negative
198,2024-01-13 07:30:00+00:00,Not sure what to make of GitHub Copilot yet. Need more time with it.,pythonista_ke,432,124,not sure what to make of github copilot yet need more time with it,sure make github copilot yet need time,14,-0.2411,negative,0.125,0.6944444444444444,positive,negative
199,2024-01-13 09:00:00+00:00,Gemini is being discussed a lot in our team. No consensus yet.,devmike92,53,140,gemini is being discussed a lot in our team no consensus yet,gemini discussed lot team consensus yet,12,-0.296,negative,0.0,0.0,neutral,negative
201,2024-01-13 12:00:00+00:00,The progress in OpenAI over the last year is absolutely incredible.,mlops_daily,333,71,the progress in openai over the last year is absolutely incredible,progress openai last year absolutely incredible,11,0.4215,positive,0.45,0.48333333333333334,positive,positive
203,2024-01-13 15:00:00+00:00,Attended a talk on LLMs today. Lots to think about.,airesearcher,69,163,attended a talk on llms today lots to think about,attended talk llms today lots think,10,0.0,neutral,0.0,0.0,neutral,neutral
204,2024-01-13 16:30:00+00:00,Claude is genuinely changing how I work every single day.,devmike92,304,59,claude is genuinely changing how i work every single day,claude genuinely changing work every single day,10,0.0,neutral,0.1642857142857143,0.35714285714285715,positive,neutral
206,2024-01-13 19:30:00+00:00,Hard to believe how good GitHub Copilot has become. Truly remarkable.,nairobi_dev,535,63,hard to believe how good github copilot has become truly remarkable,hard believe good github copilot become truly remarkable,11,0.8402,positive,0.38611111111111107,0.6305555555555555,positive,positive
209,2024-01-14 00:00:00+00:00,Disappointed by the latest LLMs update. Felt like a step backward.,mlops_daily,32,21,disappointed by the latest llms update felt like a step backward,disappointed latest llms update felt like step backward,11,-0.1531,negative,-0.125,0.825,negative,negative
210,2024-01-14 01:30:00+00:00,Not impressed with ChatGPT at all. Way too many errors for production.,data_nerd254,585,179,not impressed with chatgpt at all way too many errors for production,impressed chatgpt way many errors production,12,-0.6065,negative,0.0,0.75,neutral,negative
211,2024-01-14 03:00:00+00:00,Just tried GPT-4 and I'm blown away. The future is here!,ai_skeptic,722,18,just tried gpt4 and im blown away the future is here,tried gpt4 im blown away future,11,0.0,neutral,0.0,0.125,neutral,neutral
212,2024-01-14 04:30:00+00:00,ChatGPT hallucinated completely wrong info and I almost used it. Scary.,pythonista_ke,662,157,chatgpt hallucinated completely wrong info and i almost used it scary,chatgpt hallucinated completely wrong info almost used scary,11,-0.7453,negative,-0.5,0.95,negative,negative
213,2024-01-14 06:00:00+00:00,Excited about what Gemini means for the future of technology.,pythonista_ke,584,38,excited about what gemini means for the future of technology,excited gemini means future technology,10,0.34,positive,0.1875,0.4375,positive,positive
215,2024-01-14 09:00:00+00:00,GPT-4 gave me three different wrong answers. Back to Stack Overflow.,tech_tracy,718,16,gpt4 gave me three different wrong answers back to stack overflow,gpt4 gave three different wrong answers back stack overflow,11,-0.4767,negative,-0.16666666666666666,0.5,negative,negative
216,2024-01-14 10:30:00+00:00,Our company is evaluating Mistral for internal use. Early days still.,techie_zuri,634,187,our company is evaluating mistral for internal use early days still,company evaluating mistral internal use early days still,11,0.0,neutral,0.05,0.15,neutral,neutral
217,2024-01-14 12:00:00+00:00,Reading about the latest machine learning research. Interesting developments.,nairobi_dev,283,90,reading about the latest machine learning research interesting developments,reading latest machine learning research interesting developments,9,0.4019,positive,0.5,0.7,positive,positive
218,2024-01-14 13:30:00+00:00,Disappointed by the latest GPT-4 update. Felt like a step backward.,nairobi_dev,26,128,disappointed by the latest gpt4 update felt like a step backward,disappointed latest gpt4 update felt like step backward,11,-0.1531,negative,-0.125,0.825,negative,negative
219,2024-01-14 15:00:00+00:00,GPT-4 is overhyped. Real intelligence is still far away.,pythonista_ke,123,88,gpt4 is overhyped real intelligence is still far away,gpt4 overhyped real intelligence still far away,9,0.4767,positive,0.15000000000000002,0.65,positive,positive
220,2024-01-14 16:30:00+00:00,generative AI still makes too many mistakes to rely on for serious work.,cto_musings,279,102,generative ai still makes too many mistakes to rely on for serious work,generative ai still makes many mistakes rely serious work,13,-0.4215,negative,0.08333333333333334,0.5833333333333333,positive,negative
221,2024-01-14 18:00:00+00:00,The cost of large language models APIs is getting ridiculous. Pricing us out.,mlops_daily,742,128,the cost of large language models apis is getting ridiculous pricing us out,cost large language models apis getting ridiculous pricing us,13,-0.3612,negative,-0.05952380952380952,0.7142857142857143,negative,negative
222,2024-01-14 19:30:00+00:00,AI tools solved a problem in 5 seconds that took me hours before.,data_nerd254,268,50,ai tools solved a problem in 5 seconds that took me hours before,ai tools solved problem seconds took hours,13,-0.1531,negative,0.0,0.0,neutral,negative
223,2024-01-14 21:00:00+00:00,Still learning how to get the best results out of GPT-4.,nairobi_dev,175,146,still learning how to get the best results out of gpt4,still learning get best results gpt4,11,0.6369,positive,1.0,0.3,positive,positive
225,2024-01-15 00:00:00+00:00,Using deep learning at work now and our output has doubled. Highly recommend.,mlops_daily,74,160,using deep learning at work now and our output has doubled highly recommend,using deep learning work output doubled highly recommend,13,0.4201,positive,0.08,0.47000000000000003,positive,positive
227,2024-01-15 03:00:00+00:00,LLMs is interesting but I need more time to form a real opinion.,ai_skeptic,589,166,llms is interesting but i need more time to form a real opinion,llms interesting need time form real opinion,13,0.2144,positive,0.39999999999999997,0.43333333333333335,positive,positive
228,2024-01-15 04:30:00+00:00,Really impressed by large language models! The capabilities are mind-blowing.,devmike92,786,187,really impressed by large language models the capabilities are mindblowing,really impressed large language models capabilities mindblowing,10,0.5256,positive,0.6071428571428571,0.7142857142857143,positive,positive
230,2024-01-15 07:30:00+00:00,Comparing artificial intelligence tools this week. Each has different trade-offs.,nairobi_dev,315,127,comparing artificial intelligence tools this week each has different tradeoffs,comparing artificial intelligence tools week different tradeoffs,10,0.4767,positive,-0.3,0.8,negative,positive
232,2024-01-15 10:30:00+00:00,The ChatGPT demo today was absolutely stunning. Game changer.,airesearcher,268,183,the chatgpt demo today was absolutely stunning game changer,chatgpt demo today absolutely stunning game changer,9,0.4391,positive,0.04999999999999999,0.7,neutral,positive
233,2024-01-15 12:00:00+00:00,open source AI gave me three different wrong answers. Back to Stack Overflow.,data_nerd254,399,177,open source ai gave me three different wrong answers back to stack overflow,open source ai gave three different wrong answers back stack overflow,13,-0.4767,negative,-0.125,0.5,negative,negative
234,2024-01-15 13:30:00+00:00,The bias in artificial intelligence outputs is a serious problem nobody wants to address.,techie_zuri,629,17,the bias in artificial intelligence outputs is a serious problem nobody wants to address,bias artificial intelligence outputs serious problem nobody wants address,14,-0.0772,negative,-0.24444444444444446,0.5888888888888889,negative,negative
236,2024-01-15 16:30:00+00:00,Incredible what large language models can do now. We are living in the future.,mlops_daily,649,185,incredible what large language models can do now we are living in the future,incredible large language models living future,14,0.0,neutral,0.37142857142857144,0.4845238095238095,positive,neutral
237,2024-01-15 18:00:00+00:00,The cost of generative AI APIs is getting ridiculous. Pricing us out.,pythonista_ke,763,101,the cost of generative ai apis is getting ridiculous pricing us out,cost generative ai apis getting ridiculous pricing us,12,-0.3612,negative,-0.3333333333333333,1.0,negative,negative
238,2024-01-15 19:30:00+00:00,Hard to believe how good Gemini has become. Truly remarkable.,ai_skeptic,230,100,hard to believe how good gemini has become truly remarkable,hard believe good gemini become truly remarkable,10,0.8402,positive,0.38611111111111107,0.6305555555555555,positive,positive
239,2024-01-15 21:00:00+00:00,Frustrated with ChatGPT today. Could not complete a simple task correctly.,cto_musings,762,182,frustrated with chatgpt today could not complete a simple task correctly,frustrated chatgpt today could complete simple task correctly,11,-0.5267,negative,-0.25,0.3190476190476191,negative,negative
241,2024-01-16 00:00:00+00:00,"Claude is inconsistent. Works great one day, terrible the next.",devmike92,324,161,claude is inconsistent works great one day terrible the next,claude inconsistent works great one day terrible next,10,0.25,positive,-0.06666666666666665,0.5833333333333334,negative,positive
242,2024-01-16 01:30:00+00:00,Still learning how to get the best results out of artificial intelligence.,pythonista_ke,650,30,still learning how to get the best results out of artificial intelligence,still learning get best results artificial intelligence,12,0.8074,positive,0.2,0.65,positive,positive
243,2024-01-16 03:00:00+00:00,Gemini is the best productivity tool I have used in years.,techie_zuri,466,115,gemini is the best productivity tool i have used in years,gemini best productivity tool used years,11,0.6369,positive,1.0,0.3,positive,positive
244,2024-01-16 04:30:00+00:00,OpenAI solved a problem in 5 seconds that took me hours before.,tech_tracy,36,100,openai solved a problem in 5 seconds that took me hours before,openai solved problem seconds took hours,12,-0.1531,negative,0.0,0.0,neutral,negative
245,2024-01-16 06:00:00+00:00,The cost of GitHub Copilot APIs is getting ridiculous. Pricing us out.,ai_skeptic,101,53,the cost of github copilot apis is getting ridiculous pricing us out,cost github copilot apis getting ridiculous pricing us,12,-0.3612,negative,-0.3333333333333333,1.0,negative,negative
246,2024-01-16 07:30:00+00:00,Comparing GPT-4 tools this week. Each has different trade-offs.,pythonista_ke,210,95,comparing gpt4 tools this week each has different tradeoffs,comparing gpt4 tools week different tradeoffs,9,0.0,neutral,0.0,0.6,neutral,neutral
247,2024-01-16 09:00:00+00:00,artificial intelligence made my workflow so much faster. Cannot imagine going back.,pythonista_ke,319,128,artificial intelligence made my workflow so much faster cannot imagine going back,artificial intelligence made workflow much faster imagine going back,12,0.4767,positive,-0.13333333333333333,0.39999999999999997,negative,positive
249,2024-01-16 12:00:00+00:00,Just tried Mistral and I'm blown away. The future is here!,pythonista_ke,398,197,just tried mistral and im blown away the future is here,tried mistral im blown away future,11,0.0,neutral,0.0,0.125,neutral,neutral
250,2024-01-16 13:30:00+00:00,New GPT-4 paper dropped. Haven't read it yet but looks interesting.,techie_zuri,172,145,new gpt4 paper dropped havent read it yet but looks interesting,new gpt4 paper dropped havent read yet looks interesting,11,0.5499,positive,0.3181818181818182,0.4772727272727273,positive,positive
251,2024-01-16 15:00:00+00:00,"deep learning is useful for some tasks, not so much for others.",data_nerd254,108,87,deep learning is useful for some tasks not so much for others,deep learning useful tasks much others,12,0.4404,positive,0.16666666666666666,0.20000000000000004,positive,positive
253,2024-01-16 18:00:00+00:00,large language models keeps getting better. Kudos to the team behind it!,techie_zuri,70,84,large language models keeps getting better kudos to the team behind it,large language models keeps getting better kudos team behind,12,0.7351,positive,0.10476190476190476,0.5428571428571428,positive,positive
254,2024-01-16 19:30:00+00:00,large language models is interesting but I need more time to form a real opinion.,pythonista_ke,350,29,large language models is interesting but i need more time to form a real opinion,large language models interesting need time form real opinion,15,0.2144,positive,0.3535714285714286,0.43214285714285716,positive,positive
255,2024-01-16 21:00:00+00:00,OpenAI is being discussed a lot in our team. No consensus yet.,techie_zuri,660,12,openai is being discussed a lot in our team no consensus yet,openai discussed lot team consensus yet,12,-0.296,negative,0.0,0.0,neutral,negative
257,2024-01-17 00:00:00+00:00,The GPT-4 community is growing fast. Lots of debate about best practices.,tech_tracy,297,44,the gpt4 community is growing fast lots of debate about best practices,gpt4 community growing fast lots debate best practices,12,0.7096,positive,0.6,0.44999999999999996,positive,positive
258,2024-01-17 01:30:00+00:00,AI tools still makes too many mistakes to rely on for serious work.,airesearcher,748,54,ai tools still makes too many mistakes to rely on for serious work,ai tools still makes many mistakes rely serious work,13,-0.4215,negative,0.08333333333333334,0.5833333333333333,positive,negative
259,2024-01-17 03:00:00+00:00,artificial intelligence keeps getting better. Kudos to the team behind it!,nairobi_dev,659,90,artificial intelligence keeps getting better kudos to the team behind it,artificial intelligence keeps getting better kudos team behind,11,0.8519,positive,-0.16666666666666666,0.7333333333333334,negative,positive
260,2024-01-17 04:30:00+00:00,The cost of deep learning APIs is getting ridiculous. Pricing us out.,devmike92,155,181,the cost of deep learning apis is getting ridiculous pricing us out,cost deep learning apis getting ridiculous pricing us,12,-0.3612,negative,-0.16666666666666666,0.7,negative,negative
261,2024-01-17 06:00:00+00:00,deep learning is interesting but I need more time to form a real opinion.,pythonista_ke,319,49,deep learning is interesting but i need more time to form a real opinion,deep learning interesting need time form real opinion,14,0.2144,positive,0.3,0.425,positive,positive
262,2024-01-17 07:30:00+00:00,The progress in ChatGPT over the last year is absolutely incredible.,tech_tracy,315,108,the progress in chatgpt over the last year is absolutely incredible,progress chatgpt last year absolutely incredible,11,0.4215,positive,0.45,0.48333333333333334,positive,positive
263,2024-01-17 09:00:00+00:00,GitHub Copilot made my workflow so much faster. Cannot imagine going back.,tech_tracy,411,187,github copilot made my workflow so much faster cannot imagine going back,github copilot made workflow much faster imagine going back,12,0.0,neutral,0.1,0.1,positive,neutral
264,2024-01-17 10:30:00+00:00,Frustrated with artificial intelligence today. Could not complete a simple task correctly.,cto_musings,775,47,frustrated with artificial intelligence today could not complete a simple task correctly,frustrated artificial intelligence today could complete simple task correctly,12,-0.0772,negative,-0.33749999999999997,0.4892857142857143,negative,negative
265,2024-01-17 12:00:00+00:00,Reading about the latest open source AI research. Interesting developments.,cto_musings,537,171,reading about the latest open source ai research interesting developments,reading latest open source ai research interesting developments,10,0.4019,positive,0.3333333333333333,0.6333333333333333,positive,positive
267,2024-01-17 15:00:00+00:00,Loving every update to generative AI. The team is crushing it.,techie_zuri,557,112,loving every update to generative ai the team is crushing it,loving every update generative ai team crushing,11,0.34,positive,0.5,0.925,positive,positive
268,2024-01-17 16:30:00+00:00,Curious where generative AI will be in two years. Anyone have predictions?,tech_tracy,660,114,curious where generative ai will be in two years anyone have predictions,curious generative ai two years anyone predictions,12,0.3182,positive,-0.1,1.0,negative,positive
269,2024-01-17 18:00:00+00:00,LLMs is overhyped. Real intelligence is still far away.,devmike92,0,84,llms is overhyped real intelligence is still far away,llms overhyped real intelligence still far away,9,0.4767,positive,0.15000000000000002,0.65,positive,positive
270,2024-01-17 19:30:00+00:00,Claude solved a problem in 5 seconds that took me hours before.,cto_musings,733,123,claude solved a problem in 5 seconds that took me hours before,claude solved problem seconds took hours,12,-0.1531,negative,0.0,0.0,neutral,negative
272,2024-01-17 22:30:00+00:00,Just tried deep learning and I'm blown away. The future is here!,devmike92,292,151,just tried deep learning and im blown away the future is here,tried deep learning im blown away future,12,0.0,neutral,0.0,0.2625,neutral,neutral
273,2024-01-18 00:00:00+00:00,The artificial intelligence demo today was absolutely stunning. Game changer.,devmike92,719,114,the artificial intelligence demo today was absolutely stunning game changer,artificial intelligence demo today absolutely stunning game changer,10,0.7178,positive,-0.16666666666666666,0.7999999999999999,negative,positive
274,2024-01-18 01:30:00+00:00,Reading about the latest GitHub Copilot research. Interesting developments.,devmike92,795,144,reading about the latest github copilot research interesting developments,reading latest github copilot research interesting developments,9,0.4019,positive,0.5,0.7,positive,positive
275,2024-01-18 03:00:00+00:00,Not impressed with LLMs at all. Way too many errors for production.,mlops_daily,611,195,not impressed with llms at all way too many errors for production,impressed llms way many errors production,12,-0.6065,negative,0.0,0.75,neutral,negative
276,2024-01-18 04:30:00+00:00,Hard to believe how good OpenAI has become. Truly remarkable.,mlops_daily,709,145,hard to believe how good openai has become truly remarkable,hard believe good openai become truly remarkable,10,0.8402,positive,0.38611111111111107,0.6305555555555555,positive,positive
277,2024-01-18 06:00:00+00:00,artificial intelligence keeps going down at the worst times. Reliability is a real issue.,nairobi_dev,684,101,artificial intelligence keeps going down at the worst times reliability is a real issue,artificial intelligence keeps going worst times reliability real issue,14,-0.25,negative,-0.3888888888888889,0.6472222222222221,negative,negative
